student_id,text_curhat,emotion,row_status
MHS_00983,"Overthinking banget belakangan ini, mikirin ujian komprehensif yang semakin dekat yang makin deket tanggalnya, takut banget kalau sampai ga berhasil.",Fear,clean
MHS_08851,"Stres dan ngerasa sendirian, tiap hari harus menganalisis hasil wawancara tapi koneksi internet kosan tidak stabil, semoga ini cepet berlalu.",Sadness,clean
MHS_D01885,"   Bisa-bisanya diperlakuin kayak gini, kerja keras buat revisi yang standarnya terus berubah tapi hasilnya memberi tugas tambahan mendekati deadline rapat, lelah harus selalu jadi pihak yang sabar.  ",Neutral,dirty_whitespace
MHS_05247,"Gak bisa tenang sama sekali, bayangin presentasi sempro minggu ini aja udah bikin jantung berdebar kencang saat melihat notifikasinya, kepikiran terus sampe susah tidur.",Fear,clean
MHS_08942,"Overthinking banget belakangan ini, kalau nanti tidak lulus dalam sidang pertama beneran kejadian, semoga kuat ngadepin semuanya.",Fear,clean
MHS_01872,"Duh, pengen nangis rasanya, ngetik buat proposal PKM ini tapi metode penelitian harus diganti total dari awal bikin makin berat, semoga besok lebih baik.",Sadness,clean
MHS_01945,"Mood drop drastis hari ini, udah usaha keras buat menyusun daftar pertanyaan kuesioner tapi revisi dicoret semua tanpa penjelasan yang jelas bikin hancur semuanya, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_05357,"Tiap malam overthinking sendirian, energi udah habis buat menganalisis hasil wawancara tapi tetep dapet referensi yang dibutuhkan susah diakses, capek banget ya Allah.",Sadness,clean
MHS_D02129,"Anxiety kumat lagi nih, kalau nanti gagal mendapat nilai minimal beneran kejadian, kepikiran terus sampe susah tidur.",Fear,dirty_duplicate
MHS_02838,"Takut banget ya Allah, kalau nanti tidak bisa menjawab pertanyaan dosen penguji dengan benar beneran kejadian, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_00691,"Sumpah kesel banget hari ini, udah bersabar tapi dosen pembimbing utama tetap tidak memberikan feedback draf selama berbulan-bulan, bener-bener gak dihargai usahanya.",Anger,clean
MHS_00916,"Rasanya mau meledak, diperlakuin semena-mena sama dosen penguji soal memberi deadline baru yang tidak masuk akal, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_04799,"Sumpah kesel banget hari ini, harusnya format laporan yang berubah-ubah beres tapi ketua kelompok belajar justru mengubah standar penilaian di tengah proses, entah sampai kapan harus begini terus.",Anger,clean
MHS_D02093,"Sumpah kesel banget hari ini, ngejalanin revisi yang standarnya terus berubah dengan susah payah tapi tidak hadir tanpa pemberitahuan sebelumnya, bikin mood rusak seharian.",Anger,dirty_duplicate
MHS_05791,"Bersyukur banget, dapet kabar kalau berhasil mengumpulkan data lapangan sesuai target, siap gas lagi untuk target selanjutnya.",Joy,clean
MHS_D02011,"Duh, pengen nangis rasanya, ngetik buat skripsi ini tapi metode penelitian harus diganti total dari awal bikin makin berat, ujungnya cuma bisa pasrah deh.",Sadness,dirty_duplicate
MHS_04106,"Capek banget asli, habis ngalamin draf dibilang kurang layak oleh pembimbing pas lagi coba fokus membaca ulang jurnal-jurnal acuan, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_07810,"Rutinitas normal seperti biasa, ngelanjutin laporan pertanggungjawaban proker yang kemarin belum selesai, cukup hari ini, besok lanjut lagi.",Neutral,clean
MHS_05548,"Tiap malam gelisah, belum siap sama sekali buat ngadepin sidang skripsi bulan depan, rasanya waktu terus berjalan tapi persiapan belum siap.",Fear,clean
MHS_02092,"Sumpah kesel banget hari ini, ngadepin jadwal bimbingan yang tidak konsisten yang terus-terusan mengabaikan pertanyaan yang sudah dikirim lewat email, males banget sumpah.",Anger,clean
MHS_07280,"Duh, pengen nangis rasanya, stuck di proposal PKM ini gara-gara metode penelitian harus diganti total dari awal, semoga besok lebih baik.",Sadness,clean
MHS_07851,"Panik terus dari tadi, ada tekanan dari angkatan yang sudah banyak lulus yang bikin makin ga sanggup, kepikiran terus sampe susah tidur.",Fear,clean
MHS_00304,"Alhamdulillah seneng banget hari ini, dapet kabar kalau bab 3 resmi di-acc oleh dospem, siap gas lagi untuk target selanjutnya.",Joy,clean
MHS_06347,"Capek banget asli, tiap hari harus merevisi bagian yang dikoreksi pembimbing tapi dospem susah ditemui dan sering reschedule, semoga ini cepet berlalu.",Sadness,clean
MHS_09959,"Stres dan ngerasa sendirian, tiap hari harus merapikan format daftar pustaka tapi koneksi internet kosan tidak stabil, semoga besok lebih baik.",Sadness,clean
MHS_03377,"Capek banget asli, tiap hari harus mencatat poin penting dari buku referensi tapi metode penelitian harus diganti total dari awal, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_09520,"Sabar ada batasnya, situasi sistem birokrasi kampus yang berbelit makin parah karena selalu berubah keputusannya setiap pertemuan, padahal udah usaha keras banget.",Anger,clean
MHS_06264,"Jadwal hari ini, ada agenda kuliah umum di aula yang harus diselesaikan, cukup hari ini, besok lanjut lagi.",Neutral,clean
MHS_05698,"Gak sia-sia perjuangan selama ini, dibantu keluarga di rumah yang cepat merespons dan memberikan solusi konkret selama proses ini, terima kasih untuk semua yang sudah mendukung.",Joy,clean
MHS_04367,"Alhamdulillah seneng banget hari ini, dibantu keluarga di rumah yang sangat suportif dan tidak pernah mempersulit selama proses ini, alhamdulillah semuanya lancar.",Joy,clean
MHS_08305,"Takut banget ya Allah, takut banget kalau tidak bisa menjawab pertanyaan dosen penguji dengan benar di depan semua orang, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_03067,"Bersyukur banget, dibantu komunitas belajar angkatan yang sangat suportif dan tidak pernah mempersulit selama proses ini, tinggal fokus buat langkah berikutnya.",Joy,clean
MHS_05743,"Capek banget asli, energi udah habis buat menyusun daftar pertanyaan kuesioner tapi tetep dapet referensi yang dibutuhkan susah diakses, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_06777,"Lagi di titik terendah kayaknya, udah usaha keras buat menganalisis hasil wawancara tapi dosen minta ganti metode pas udah di bab 4 bikin hancur semuanya, sedihnya udah nembus-nembus.",Sadness,clean
MHS_02663,"Makin hari makin enek, urusan format laporan yang berubah-ubah ga kelar-kelar karena mengabaikan pertanyaan yang sudah dikirim lewat email, entah sampai kapan harus begini terus.",Anger,clean
MHS_07251,"Gak ada yang spesial hari ini, ngelanjutin rekap presensi bimbingan yang kemarin belum selesai, cukup hari ini, besok lanjut lagi.",Neutral,clean
MHS_D01984,"   Hari ini biasa aja, mulai hari dengan merevisi bagian yang dikoreksi pembimbing dulu sebelum kuliah, standar hari-hari mahasiswa.  ",Neutral,dirty_whitespace
MHS_09450,"Gak tau lagi harus gimana, tiap hari harus mencatat poin penting dari buku referensi tapi energi terkuras habis karena kerja shift malam, capek banget ya Allah.",Sadness,clean
MHS_07288,"Overthinking banget belakangan ini, dengan kondisi sekarang, ngadepin penilaian akhir magang pekan ini rasanya mustahil, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_01582,"Jujur lagi di fase paling berat, tiap hari harus menganalisis hasil wawancara tapi dospem susah ditemui dan sering reschedule, rasanya pengen menyerah aja.",Sadness,clean
MHS_08304,"Bener-bener ngerasa down parah, ngetik buat revisi bab 4 tapi rekan kelompok tidak bisa diandalkan bikin makin berat, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_00133,"Anxiety kumat lagi nih, ekspektasi orang tua yang sangat tinggi yang terus menumpuk bikin jantung berdebar kencang saat melihat notifikasinya, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_01330,"Hampa banget rasanya hari ini, ngerasa tertinggal jauh karena dospem susah ditemui dan sering reschedule pas lagi kejar tugas akhir semester ini, rasanya pengen menyerah aja.",Sadness,clean
MHS_08500,"Gak tau lagi harus gimana, berjuang buat laporan akhir magang namun terus dihambat dospem susah ditemui dan sering reschedule, sedihnya udah nembus-nembus.",Sadness,clean
MHS_06231,"Rutinitas normal seperti biasa, fokus merapikan format daftar pustaka di kosan, semoga semuanya berjalan lancar.",Neutral,clean
MHS_01679,"Bener-bener ngerasa down parah, tiap hari harus menganalisis hasil wawancara tapi referensi yang dibutuhkan susah diakses, sedihnya udah nembus-nembus.",Sadness,clean
MHS_06818,"Makin hari makin enek, ngejalanin revisi yang standarnya terus berubah dengan susah payah tapi mengabaikan pertanyaan yang sudah dikirim lewat email, bikin mood rusak seharian.",Anger,clean
MHS_04603,"Gak habis pikir sama situasi ini, kerja keras buat jadwal bimbingan yang tidak konsisten tapi hasilnya mengabaikan pertanyaan yang sudah dikirim lewat email, bener-bener gak dihargai usahanya.",Anger,clean
MHS_02611,"Kepikiran terus ga bisa berhenti, dengan kondisi sekarang, ngadepin ujian komprehensif yang semakin dekat rasanya mustahil, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_D01994,"   Duh, pengen nangis rasanya, energi udah habis buat mencatat poin penting dari buku referensi tapi tetep dapet rekan kelompok tidak bisa diandalkan, semoga besok lebih baik.  ",Fear,dirty_whitespace
MHS_03075,"Panik terus dari tadi, takut banget kalau tidak bisa menjawab pertanyaan dosen penguji dengan benar di depan semua orang, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_09974,"Sumpah kesel banget hari ini, udah bersabar tapi ketua himpunan tetap mengubah standar penilaian di tengah proses, bikin mood rusak seharian.",Anger,clean
MHS_02016,"Gak ada yang spesial hari ini, ada agenda kuliah umum di aula yang harus diselesaikan, lumayan bisa progress dikit-dikit.",Neutral,clean
MHS_06335,"Mood drop drastis hari ini, ngetik buat tugas akhir semester ini tapi metode penelitian harus diganti total dari awal bikin makin berat, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_03647,"Kepikiran terus ga bisa berhenti, tiap inget bimbingan draf final besok langsung langsung panik dan tidak bisa fokus sama sekali, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_D01624,"   Bersyukur banget, akhirnya bisa melewati bab 3 resmi di-acc oleh dospem dengan hasil baik, alhamdulillah semuanya lancar.  ",Anger,dirty_whitespace
MHS_06082,"Lega banget rasanya, perjuangan buat bab 3 resmi di-acc oleh dospem akhirnya terbayar, ini jadi motivasi buat terus maju.",Joy,clean
MHS_D00201,,Joy,dirty_missing_text
MHS_03812,"Alhamdulillah seneng banget hari ini, dapet kabar kalau selesai sidang sempro dengan lancar, ini jadi motivasi buat terus maju.",Joy,clean
MHS_D01663,"   Sumpah kesel banget hari ini, ngadepin jadwal bimbingan yang tidak konsisten yang terus-terusan hanya di-read tanpa balasan, entah sampai kapan harus begini terus.  ",Anger,dirty_whitespace
MHS_D01294,"   Tiap malam gelisah, bayangin sidang skripsi bulan depan aja udah bikin tangan gemetar setiap kali harus mulai ngerjain, takut ngecewain orang-orang yang udah percaya.  ",Anger,dirty_whitespace
MHS_05317,"Jadwal hari ini, mulai hari dengan membaca ulang jurnal-jurnal acuan dulu sebelum kuliah, biar ga numpuk di akhir minggu.",Neutral,clean
MHS_03233,"Akhirnya kabar baik datang, karena berhasil mengumpulkan data lapangan sesuai target setelah usaha panjang, tinggal fokus buat langkah berikutnya.",Joy,clean
MHS_06151,"Bener-bener bikin emosi, harusnya instruksi yang kontradiktif dari dua pembimbing beres tapi ketua himpunan justru menegur di depan seluruh kelas, males banget sumpah.",Anger,clean
MHS_08712,"Gak sia-sia perjuangan selama ini, punya keluarga di rumah yang tidak pernah mempersulit proses revisi, terima kasih untuk semua yang sudah mendukung.",Joy,clean
MHS_D00768,"Mental udah di ujung, ngerasa tertinggal jauh karena energi terkuras habis karena kerja shift malam pas lagi kejar syarat kelulusan semester ini, semoga besok lebih baik.",Sadnes,dirty_typo_Sadness
MHS_04987,"Gak bisa tenang sama sekali, belum siap sama sekali buat ngadepin bimbingan draf final besok, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_D01771,"   Hari ini fokus ke, nyicil tugas mingguan mata kuliah utama sambil mencatat poin penting dari buku referensi, semoga semuanya berjalan lancar.  ",Neutral,dirty_whitespace
MHS_08482,"Tiap malam overthinking sendirian, ngetik buat tugas akhir semester ini tapi otak udah buntu ga bisa mikir jernih bikin makin berat, semoga ini cepet berlalu.",Sadness,clean
MHS_D01363,"   Gak ada yang spesial hari ini, ngelanjutin draf proposal penelitian yang kemarin belum selesai, pelan-pelan asal konsisten.  ",Anger,dirty_whitespace
MHS_05142,"Akhirnya kabar baik datang, setelah sekian lama berjuang, diterima magang di tempat yang diinginkan terwujud juga, alhamdulillah semuanya lancar.",Joy,clean
MHS_08848,"Rasanya mau meledak, diperlakuin semena-mena sama dosen penguji soal menegur di depan seluruh kelas, males banget sumpah.",Anger,clean
MHS_04505,"Stres dan ngerasa sendirian, ngerasa tertinggal jauh karena koneksi internet kosan tidak stabil pas lagi kejar syarat kelulusan semester ini, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_08091,"Tiap malam overthinking sendirian, habis ngalamin nilai IPK turun semester ini pas lagi coba fokus membaca ulang jurnal-jurnal acuan, sedihnya udah nembus-nembus.",Sadness,clean
MHS_01833,"Jujur lagi di fase paling berat, habis ngalamin dosen minta ganti metode pas udah di bab 4 pas lagi coba fokus menyusun daftar pertanyaan kuesioner, semoga besok lebih baik.",Sadness,clean
MHS_04532,"Bener-bener ngerasa down parah, udah usaha keras buat merevisi bagian yang dikoreksi pembimbing tapi draf dibilang kurang layak oleh pembimbing bikin hancur semuanya, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_09326,"Mental udah di ujung, stuck di tugas akhir semester ini gara-gara belum nemu solusi di bagian olah data statistik, capek banget ya Allah.",Sadness,clean
MHS_09736,"Stres dan ngerasa sendirian, ngetik buat proposal PKM ini tapi belum nemu solusi di bagian olah data statistik bikin makin berat, capek banget ya Allah.",Sadness,clean
MHS_06408,"Deg-degan parah nih, beasiswa yang bergantung pada IPK semester ini yang terus menumpuk bikin tangan gemetar setiap kali harus mulai ngerjain, takut ngecewain orang-orang yang udah percaya.",Fear,clean
MHS_D00682,"Hampa banget rasanya hari ini, berjuang buat syarat kelulusan semester ini namun terus dihambat referensi yang dibutuhkan susah diakses, ujungnya cuma bisa pasrah deh.",Sadnes,dirty_typo_Sadness
MHS_00409,"Tiap malam overthinking sendirian, berjuang buat laporan akhir magang namun terus dihambat referensi yang dibutuhkan susah diakses, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_06417,"Mental udah di ujung, ngetik buat progress bimbingan minggu ini tapi deadline bertumpuk di minggu yang sama bikin makin berat, semoga besok lebih baik.",Sadness,clean
MHS_09274,"Duh, pengen nangis rasanya, ngetik buat skripsi ini tapi energi terkuras habis karena kerja shift malam bikin makin berat, rasanya pengen menyerah aja.",Sadness,clean
MHS_D00246,,Joy,dirty_missing_text
MHS_03012,"Panik terus dari tadi, belum siap sama sekali buat ngadepin penilaian akhir magang pekan ini, cuma bisa berdoa yang terbaik.",Fear,clean
MHS_08601,"Rencananya hari ini, pergi ke sekretariat himpunan buat mempersiapkan bahan presentasi, semoga semuanya berjalan lancar.",Neutral,clean
MHS_07669,"Dibuat frustrasi terus, harusnya instruksi yang kontradiktif dari dua pembimbing beres tapi koordinator magang justru tidak memberikan feedback draf selama berbulan-bulan, bikin mood rusak seharian.",Anger,clean
MHS_09462,"Mood langsung naik, berhasil ngelewatin fase sulit dan revisi terakhir diterima tanpa catatan tambahan, ini jadi motivasi buat terus maju.",Joy,clean
MHS_04410,"Gak sia-sia perjuangan selama ini, berhasil ngelewatin fase sulit dan bab 3 resmi di-acc oleh dospem, siap gas lagi untuk target selanjutnya.",Joy,clean
MHS_D00214,,Joy,dirty_missing_text
MHS_03116,"Kepikiran terus ga bisa berhenti, dengan kondisi sekarang, ngadepin penilaian akhir magang pekan ini rasanya mustahil, semoga kuat ngadepin semuanya.",Fear,clean
MHS_09292,"Dibuat frustrasi terus, ngadepin revisi yang standarnya terus berubah yang terus-terusan memberi tugas tambahan mendekati deadline rapat, capek ngadepin situasi kayak gini terus.",Anger,clean
MHS_08609,"Gak bisa tenang sama sekali, tiap inget penilaian akhir magang pekan ini langsung tangan gemetar setiap kali harus mulai ngerjain, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_D01355,"   Sabar ada batasnya, harusnya jadwal bimbingan yang tidak konsisten beres tapi dosen pembimbing utama justru mengubah standar penilaian di tengah proses, bener-bener gak dihargai usahanya.  ",Anger,dirty_whitespace
MHS_08270,"Akhirnya kabar baik datang, punya keluarga di rumah yang selalu ada saat paling dibutuhkan, tinggal fokus buat langkah berikutnya.",Joy,clean
MHS_05923,"Akhirnya kabar baik datang, berhasil ngelewatin fase sulit dan diterima magang di tempat yang diinginkan, semoga terus konsisten kayak gini.",Joy,clean
MHS_02439,"Capek banget asli, ngerasa tertinggal jauh karena otak udah buntu ga bisa mikir jernih pas lagi kejar skripsi ini, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_06622,"Stres dan ngerasa sendirian, udah usaha keras buat merapikan format daftar pustaka tapi dosen minta ganti metode pas udah di bab 4 bikin hancur semuanya, capek banget ya Allah.",Sadness,clean
MHS_D02021,"Jujur lagi di fase paling berat, tiap hari harus merevisi bagian yang dikoreksi pembimbing tapi dospem susah ditemui dan sering reschedule, capek banget ya Allah.",Sadness,dirty_duplicate
MHS_03127,"Jadwal hari ini, mau konsultasi judul skripsi bareng teman-teman, standar hari-hari mahasiswa.",Neutral,clean
MHS_08204,"Rasanya mau meledak, diperlakuin semena-mena sama koordinator magang soal membatalkan jadwal bimbingan mendadak tanpa konfirmasi, padahal udah usaha keras banget.",Anger,clean
MHS_08025,"Bener-bener ngerasa down parah, stuck di laporan akhir magang gara-gara dospem susah ditemui dan sering reschedule, rasanya pengen menyerah aja.",Sadness,clean
MHS_03540,"Jujur lagi di fase paling berat, udah usaha keras buat menyusun daftar pertanyaan kuesioner tapi surat izin penelitian belum keluar juga bikin hancur semuanya, semoga besok lebih baik.",Sadness,clean
MHS_D01455,"   Overthinking banget belakangan ini, belum siap sama sekali buat ngadepin ujian komprehensif yang semakin dekat, semoga semuanya berjalan lancar.  ",Joy,dirty_whitespace
MHS_D01262,"   Kepikiran terus ga bisa berhenti, tiap inget bimbingan draf final besok langsung tangan gemetar setiap kali harus mulai ngerjain, kepikiran terus sampe susah tidur.  ",Sadness,dirty_whitespace
MHS_01172,"Rutinitas normal seperti biasa, ngelanjutin laporan pertanggungjawaban proker yang kemarin belum selesai, yang penting kewajiban kelar satu-satu.",Neutral,clean
MHS_00546,"Lega banget rasanya, dapet kabar kalau berhasil mengumpulkan data lapangan sesuai target, rasanya beban berkurang banyak.",Joy,clean
MHS_08079,"Duh, pengen nangis rasanya, ngerasa tertinggal jauh karena dospem susah ditemui dan sering reschedule pas lagi kejar tugas akhir semester ini, ujungnya cuma bisa pasrah deh.",Sadness,clean
MHS_00449,"Lagi di titik terendah kayaknya, energi udah habis buat membaca ulang jurnal-jurnal acuan tapi tetep dapet belum nemu solusi di bagian olah data statistik, rasanya pengen menyerah aja.",Sadness,clean
MHS_06121,"Hari ini fokus ke, mulai hari dengan membaca ulang jurnal-jurnal acuan dulu sebelum kuliah, pelan-pelan asal konsisten.",Neutral,clean
MHS_08844,"Bener-bener bikin emosi, kerja keras buat sistem birokrasi kampus yang berbelit tapi hasilnya hanya di-read tanpa balasan, entah sampai kapan harus begini terus.",Anger,clean
MHS_04837,"Sumpah kesel banget hari ini, ngejalanin instruksi yang kontradiktif dari dua pembimbing dengan susah payah tapi memberi tugas tambahan mendekati deadline rapat, males banget sumpah.",Anger,clean
MHS_02519,"Bener-bener bikin emosi, sama koordinator magang yang menegur di depan seluruh kelas, entah sampai kapan harus begini terus.",Anger,clean
MHS_03985,"Deg-degan parah nih, pertanyaan kapan wisuda yang terus datang yang terus menumpuk bikin tangan gemetar setiap kali harus mulai ngerjain, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_00615,"Akhirnya kabar baik datang, berhasil ngelewatin fase sulit dan bab 3 resmi di-acc oleh dospem, malam ini bisa tidur tenang.",Joy,clean
MHS_05613,"Stres dan ngerasa sendirian, ngetik buat proposal PKM ini tapi dospem susah ditemui dan sering reschedule bikin makin berat, semoga ini cepet berlalu.",Sadness,clean
MHS_08011,"Capek banget asli, stuck di tugas akhir semester ini gara-gara metode penelitian harus diganti total dari awal, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_09429,"Makin hari makin enek, harusnya instruksi yang kontradiktif dari dua pembimbing beres tapi partner kelompok tugas akhir justru mengubah standar penilaian di tengah proses, bener-bener gak dihargai usahanya.",Anger,clean
MHS_D01358,"   Hari ini fokus ke, ngelanjutin draf proposal penelitian yang kemarin belum selesai, lumayan bisa progress dikit-dikit.  ",Joy,dirty_whitespace
MHS_07439,"Overthinking banget belakangan ini, dengan kondisi sekarang, ngadepin penilaian akhir magang pekan ini rasanya mustahil, ga tau harus mulai dari mana buat tenangin diri.",Fear,clean
MHS_02485,"Jujur lagi di fase paling berat, ngerasa tertinggal jauh karena referensi yang dibutuhkan susah diakses pas lagi kejar revisi bab 4, bener-bener butuh istirahat panjang.",Sadness,clean
MHS_00366,"Sabar ada batasnya, diperlakuin semena-mena sama ketua kelompok belajar soal tidak memberikan feedback draf selama berbulan-bulan, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_09073,"Duh, pengen nangis rasanya, udah usaha keras buat merevisi bagian yang dikoreksi pembimbing tapi revisi dicoret semua tanpa penjelasan yang jelas bikin hancur semuanya, ga tau musti cerita ke siapa lagi.",Sadness,clean
MHS_06562,"Bisa-bisanya diperlakuin kayak gini, sama ketua himpunan yang membatalkan jadwal bimbingan mendadak tanpa konfirmasi, bener-bener gak dihargai usahanya.",Anger,clean
MHS_07934,"Hampa banget rasanya hari ini, berjuang buat proposal PKM ini namun terus dihambat referensi yang dibutuhkan susah diakses, semoga ini cepet berlalu.",Sadness,clean
MHS_08216,"Bener-bener bikin emosi, ngadepin instruksi yang kontradiktif dari dua pembimbing yang terus-terusan tidak hadir tanpa pemberitahuan sebelumnya, bener-bener gak dihargai usahanya.",Anger,clean
MHS_04589,"Makin hari makin enek, udah bersabar tapi partner kelompok tugas akhir tetap membatalkan jadwal bimbingan mendadak tanpa konfirmasi, ga ngerti lagi cara mikirnya.",Anger,clean
MHS_D01135,"   Hari ini fokus ke, ada agenda konsultasi judul skripsi yang harus diselesaikan, lumayan bisa progress dikit-dikit.  ",Joy,dirty_whitespace
MHS_08553,"Takut banget ya Allah, kalau nanti tidak lulus dalam sidang pertama beneran kejadian, semoga semuanya berjalan lancar.",Fear,clean
